month,dln_brent,dln_gengi,dln_eu_ppi,dln_cpi,cum_brent,cum_gengi,cum_eu_ppi,cum_cpi,shock_pct,duration,shock_label
4,-0.00245475742657291,-6.750375212742666e-5,-6.882569299638013e-4,-0.0045714552351534665,0.06650737417012711,0.0482850550226577,0.07597223746789715,0.6842169781066073,30,1 month,+30%
5,-6.128935984305937e-4,-1.5750374847604967e-4,-3.6858830326744007e-4,-0.002924754442318066,0.005218014327067742,0.03253468017505274,0.03911340714115315,0.39174153387480076,30,1 month,+30%
6,-1.2488668912737422e-4,-1.3005510494948773e-4,-1.9246923938857528e-4,-0.001760984610136027,-0.00727065458566968,0.019529169680103962,0.019866483202295622,0.21564307286119802,30,1 month,+30%
7,-5.123396401418449e-7,-8.534266173589657e-5,-9.878024587851873e-5,-0.0010045822930725787,-0.007321888549683865,0.010994903506514305,0.009988458614443748,0.11518484355394014,30,1 month,+30%
8,2.259890102051605e-5,-5.047876359605717e-5,-5.005882588669445e-5,-5.502340643729573e-4,-0.00506199844763226,0.005947027146908588,0.004982576025774303,0.060161437116644415,30,1 month,+30%
9,1.9998037164547228e-5,-2.8160450225753433e-5,-2.512516845522631e-5,-2.926057099481979e-4,-0.003062194731177537,0.0031309821243332447,0.002470059180251672,0.030900866121824622,30,1 month,+30%
10,1.3326037313336673e-5,-1.5138898770648563e-5,-1.2516367138495415e-5,-1.5229075541326858e-4,-0.0017295909998438696,0.0016170922472683888,0.0012184224664021303,0.015671790580497762,30,1 month,+30%
11,7.92455775209294e-6,-7.936178429314447e-6,-6.198192673087324e-6,-7.800799093894817e-5,-9.371352246345757e-4,8.234744043369442e-4,5.986031990933979e-4,0.007870991486602948,30,1 month,+30%
12,4.43213141919839e-6,-4.08606726093796e-6,-3.054777585460517e-6,-3.947915496568916e-5,-4.939220827147366e-4,4.1486767824314814e-4,2.9312544054734614e-4,0.003923075990034031,30,1 month,+30%
0,0.26236426446749106,-0.00574007505405542,0.007281084383688101,0.01794187546298903,26.236426446749107,-0.574007505405542,0.7281084383688101,1.7941875462989028,30,2 months,+30%
1,0.056329507167308134,-0.0016373961403642922,0.004707517217979441,0.028102039138470408,31.869377163479918,-0.7377471194419712,1.1988601601667543,4.604391460145943,30,2 months,+30%
